lat,lon,ID,port_name,country,continent
45.557,13.737,679,Koper,Slovenia,Mediterranean
45.627,13.773,680,Trieste,Italy,Mediterranean
66.81,13.935,681,Glomfjord,Norway,Northern-Europe
66.307,14.098,682,Mo Inlet,Norway,Northern-Europe
40.823,14.117,683,Pozzuoli,Italy,Mediterranean
32.684,14.247,684,Khoms,Libya,Africa
37.036,14.262,685,Gela,Italy,Mediterranean
53.905,14.268,686,Swinoujscie,Poland,Eastern-Europe
40.839,14.272,687,Napoli,Italy,Mediterranean
55.928,14.323,688,Ahus,Sweden,Northern-Europe
42.354,14.413,689,Ortona,Italy,Mediterranean
45.325,14.438,690,Rijeka Luka,Croatia,Mediterranean
-22.935,14.507,691,Walvis Bay,Namibia,Africa
35.887,14.512,692,Valletta Harbors,Malta,Mediterranean
45.22,14.536,693,Omisalj,Croatia,Mediterranean
35.827,14.544,694,Marsaxlokk,Malta,Mediterranean
45.283,14.552,695,Bakar,Croatia,Mediterranean
56.032,14.581,696,Solvesborg,Sweden,Northern-Europe
53.429,14.587,697,Szczecin,Poland,Eastern-Europe
40.673,14.744,698,Salerno,Italy,Mediterranean
56.152,14.808,699,Karlshamn,Sweden,Northern-Europe
37.497,15.092,700,Catania,Italy,Mediterranean
-26.637,15.161,701,Luderitz Bay,Namibia,Africa
37.205,15.204,702,Augusta,Italy,Mediterranean
32.358,15.229,703,Misratah,Libya,Africa
38.214,15.264,704,Milazzo,Italy,Mediterranean
67.362,15.584,705,Lakselv,Norway,Northern-Europe
38.451,15.905,706,Gioia Tauro,Italy,Mediterranean
58.613,16.231,707,Norrkoping,Sweden,Northern-Europe
56.66,16.369,708,Kalmar,Sweden,Northern-Europe
43.534,16.457,709,Split,Croatia,Mediterranean
57.265,16.467,710,Oskarshamn,Sweden,Northern-Europe
59.589,16.522,711,Vasteras,Sweden,Northern-Europe
57.099,16.557,712,Stora Jatterson,Sweden,Northern-Europe
41.136,16.862,713,Bari,Italy,Mediterranean
58.666,17.124,714,Oxelosund,Sweden,Northern-Europe
40.486,17.187,715,Taranto,Italy,Mediterranean
60.691,17.222,716,Gavle,Sweden,Northern-Europe
40.957,17.305,717,Monopoli,Italy,Mediterranean
62.393,17.373,718,Sundsvall,Sweden,Northern-Europe
60.652,17.399,719,Skutskar,Sweden,Northern-Europe
68.432,17.401,720,Narvik,Norway,Northern-Europe
43.042,17.428,721,Ploce,Croatia,Mediterranean
59.171,17.661,722,Sodertalje,Sweden,Northern-Europe
40.649,17.971,723,Brindisi,Italy,Mediterranean
58.92,17.971,724,Nynashamn,Sweden,Northern-Europe
-33.069,17.977,725,Saldanha Bay,South Africa,Africa
69.22,18.078,726,Finnsnes,Norway,Northern-Europe
59.328,18.105,727,Stockholm,Sweden,Northern-Europe
-33.901,18.44,728,Cape Town,South Africa,Africa
54.535,18.533,729,Gdynia,Poland,Eastern-Europe
54.385,18.688,730,Gdansk,Poland,Eastern-Europe
69.672,18.986,731,Tromso,Norway,Northern-Europe
42.093,19.083,732,Bar,Montenegro,Mediterranean
63.316,19.159,733,Husum,Sweden,Northern-Europe
69.237,19.361,734,Markenes,Norway,Northern-Europe
41.334,19.427,735,Durres,Albania,Mediterranean
40.459,19.469,736,Vlores,Albania,Mediterranean
30.415,19.594,737,Al Burayqah,Libya,Africa
54.641,19.91,738,Baltiysk,Russia,Eastern-Europe
32.108,20.05,739,Banghazi,Libya,Africa
30.898,20.06,740,Ez Zueitina,Libya,Africa
54.686,20.178,741,Izhevskoye,Russia,Eastern-Europe
63.691,20.338,742,Umea Hamn,Sweden,Northern-Europe
54.7,20.454,743,Kaliningrad,Russia,Eastern-Europe
56.048,20.956,744,Butinge Oil Terminal,Lithuania,Eastern-Europe
56.537,21,745,Liepaja,Latvia,Eastern-Europe
55.685,21.127,746,Klaipeda,Lithuania,Eastern-Europe
62.359,21.216,747,Kaskinen,Finland,Northern-Europe
64.679,21.261,748,Skelleftehamn,Sweden,Northern-Europe
61.614,21.439,749,Mantyluoto,Finland,Northern-Europe
61.126,21.449,750,Rauma,Finland,Northern-Europe
65.242,21.556,751,Pitea,Sweden,Northern-Europe
63.082,21.557,752,Vaasa,Finland,Northern-Europe
57.396,21.566,753,Ventspils,Latvia,Eastern-Europe
38.239,21.726,754,Patrai,Greece,Mediterranean
38.335,21.846,755,Aiyion,Greece,Mediterranean
60.451,22.047,756,Naantali,Finland,Northern-Europe
60.438,22.185,757,Furku,Finland,Northern-Europe
65.537,22.282,758,Lulea,Sweden,Northern-Europe
63.711,22.69,759,Jakobstad,Finland,Northern-Europe
39.165,22.86,760,Tsingeli,Greece,Mediterranean
40.635,22.908,761,Thessaloniki,Greece,Mediterranean
59.816,22.933,762,Hanko,Finland,Northern-Europe
39.354,22.959,763,Volos,Greece,Mediterranean
63.859,23.03,764,Kokkala,Finland,Northern-Europe
37.917,23.087,765,Oil terminal Agioi,Greece,Mediterranean
38.037,23.526,766,Elevsis,Greece,Mediterranean
38.029,23.592,767,Aspropirgos,Greece,Mediterranean
37.95,23.606,768,Piraievs,Greece,Mediterranean
70.649,23.642,769,Hammerfest,Norway,Northern-Europe
60.01,23.942,770,Inkoo,Finland,Northern-Europe
32.07,23.989,771,Mersa Tobruq,Libya,Africa
38.377,24.054,772,Ormos Aliveriou,Greece,Mediterranean
59.346,24.057,773,Paldiski,Estonia,Eastern-Europe
35.521,24.064,774,Soudha,Greece,Mediterranean
57.021,24.081,775,Riga,Latvia,Eastern-Europe
65.754,24.159,776,Torina,Finland,Northern-Europe
64.658,24.405,777,Raahe,Finland,Northern-Europe
40.917,24.41,778,Kavala,Greece,Mediterranean
58.381,24.479,779,Parnu,Estonia,Eastern-Europe
35.37,24.481,780,Rethimnon,Greece,Mediterranean
65.663,24.523,781,Kemi,Finland,Northern-Europe
59.466,24.743,782,Talinn,Estonia,Eastern-Europe
59.497,24.97,783,Muuga-Port of Talinn,Estonia,Eastern-Europe
60.188,25.035,784,Helsinki,Finland,Northern-Europe
35.345,25.093,785,Iraklion,Greece,Mediterranean
65.005,25.407,786,Oulo,Finland,Northern-Europe
60.304,25.558,787,Porvoo,Finland,Northern-Europe
-33.887,25.658,788,Port Elizabeth,South Africa,Africa
59.52,26.545,789,Kunda,Estonia,Eastern-Europe
38.764,26.915,790,Nemrut Limani Bay,Turkey,Mediterranean
60.454,26.925,791,Kotka,Finland,Northern-Europe
38.819,26.951,792,Aliaga,Turkey,Mediterranean
38.442,27.155,793,Izmir,Turkey,Mediterranean
60.532,27.161,794,Hamina,Finland,Northern-Europe
40.412,27.162,795,Karabiga,Turkey,Mediterranean
40.929,27.488,796,Tekirdag,Turkey,Mediterranean
42.464,27.492,797,Burgas,Bulgaria,Eastern-Europe
37.183,27.59,798,Gulluk,Turkey,Mediterranean
59.423,27.734,799,Port of Sillamï¿½e,Estonia,Eastern-Europe
43.195,27.904,800,Varna,Bulgaria,Eastern-Europe
62.315,27.905,801,Varkaus,Finland,Northern-Europe
-33.026,27.913,802,East London,South Africa,Africa
40.369,27.945,803,Bandirma,Turkey,Mediterranean
40.987,27.967,804,Botas Natural Gas Terminal,Turkey,Mediterranean
61.068,28.241,805,Kaukas,Finland,Northern-Europe
59.706,28.405,806,Reka Luga,Russia,Eastern-Europe
61.132,28.459,807,Joutseno,Finland,Northern-Europe
60.602,28.561,808,Gavan Vysotsk,Russia,Eastern-Europe
44.122,28.664,809,Constanta,Romania,Eastern-Europe
44.334,28.676,810,Midia,Romania,Eastern-Europe
60.331,28.713,811,Primorsk,Russia,Eastern-Europe
60.71,28.73,812,Vyborg,Russia,Eastern-Europe
61.233,28.804,813,Imatra,Finland,Northern-Europe
41.034,28.929,814,Istanbul,Turkey,Mediterranean
41.001,29.015,815,Haydarpasa,Turkey,Mediterranean
40.414,29.104,816,Gemlik,Turkey,Mediterranean
40.693,29.416,817,Yalova,Turkey,Mediterranean
40.773,29.559,818,Kaba Burnu,Turkey,Mediterranean
62.582,29.75,819,Joensuu,Finland,Northern-Europe
40.762,29.792,820,Derince Burnu,Turkey,Mediterranean
31.164,29.836,821,Al Iskandariyh (Alexandria),Egypt,Africa
40.723,29.867,822,Golcuk Burnu,Turkey,Mediterranean
59.9,30.221,823,Sankt-Peterburg,Russia,Eastern-Europe
36.821,30.608,824,Antalya,Turkey,Mediterranean
46.335,30.655,825,Illichivsk,Ukraine,Eastern-Europe
46.5,30.747,826,Odesa,Ukraine,Eastern-Europe
46.632,31.014,827,Yuzhnyy,Ukraine,Eastern-Europe
-29.881,31.03,828,Durban,South Africa,Africa
41.277,31.411,829,Eregli,Turkey,Eastern-Europe
31.47,31.763,830,Damietta,Egypt,Africa
41.488,31.844,831,Zonguldak,Turkey,Eastern-Europe
46.937,31.996,832,Mykolayiv,Ukraine,Eastern-Europe
-28.803,32.059,833,Richards Bay,South Africa,Africa
31.252,32.311,834,Bur Said (Port Said),Egypt,Africa
29.621,32.362,835,North Ain Sukhna Port,Egypt,Africa
67.136,32.409,836,Kandalaksha,Russia,Eastern-Europe
29.896,32.478,837,El-Adabiya,Egypt,Africa
-25.97,32.539,838,Maputo,Mozambique,Africa
29.947,32.55,839,As Suways,Egypt,Africa
34.648,33.019,840,Limassol,Cyprus,Mediterranean
69.093,33.302,841,Murmansk,Russia,Eastern-Europe
34.719,33.319,842,Dhekelia,Cyprus,Mediterranean
35.343,33.334,843,Kyrenia,Turkey,Mediterranean
34.936,33.647,844,Larnaca,Cyprus,Mediterranean
35.232,33.934,845,Famagusta,Turkey,Mediterranean
26.712,33.94,846,Bur Safago,Egypt,Africa
31.654,34.517,847,Ashqelon,Israel,Middle-East
36.795,34.645,848,Mersin,Turkey,Mediterranean
31.825,34.651,849,Ashdod,Israel,Middle-East
-19.825,34.835,850,Beira,Mozambique,Africa
29.452,34.981,851,Al Aqabah,Jordan,Middle-East
32.822,35.021,852,Haifa,Israel,Middle-East
33.573,35.373,853,Sayda,Lebanon,Middle-East
27.561,35.544,854,Duba,Saudi Arabia,Middle-East
33.916,35.559,855,Bayrut,Lebanon,Middle-East
27.321,35.737,856,Duba Bulk Plant Tanker Terminal,Saudi Arabia,Middle-East
35.53,35.766,857,Al Ladhiqiyah,Syria,Middle-East
34.457,35.829,858,Tarabulus,Lebanon,Middle-East
36.854,35.922,859,Botas,Turkey,Mediterranean
36.915,35.99,860,Toros Gubre,Turkey,Mediterranean
36.839,36.149,861,Delta Terminal,Turkey,Mediterranean
36.606,36.187,862,Iskenderun,Turkey,Mediterranean
36.726,36.205,863,Yakacik,Turkey,Mediterranean
41.277,36.4,864,Samsun,Turkey,Eastern-Europe
45.319,36.462,865,Kerch,Ukraine,Eastern-Europe
45.125,36.657,866,Port Taman,Russia,Eastern-Europe
45.338,36.668,867,Kavkaz Oil Terminal,Russia,Eastern-Europe
46.748,36.778,868,Bedyansk,Ukraine,Eastern-Europe
-18.218,36.8,869,Quelimane,Mozambique,Africa
19.601,37.235,870,Port Sudan,Sudan,Africa
19.121,37.351,871,Sawakin Harbor,Sudan,Africa
45.329,37.372,872,Temryuk,Russia,Eastern-Europe
47.054,37.504,873,Mariupol,Ukraine,Eastern-Europe
44.695,37.775,874,Novorossiysk,Russia,Eastern-Europe
24.076,38.066,875,Yanbu,Saudi Arabia,Middle-East
46.734,38.277,876,Yeysk,Russia,Eastern-Europe
23.899,38.326,877,King Fahd Port,Saudi Arabia,Middle-East
47.201,38.95,878,Taganrog,Russia,Eastern-Europe
22.63,39.045,879,Rabigh,Saudi Arabia,Middle-East
44.092,39.067,880,Tuapse,Russia,Eastern-Europe
-5.066,39.106,881,Tanga,Tanzania,Africa
21.453,39.16,882,Jiddah,Saudi Arabia,Middle-East
-6.147,39.201,883,Zanzibar,Tanzania,Africa
-6.834,39.296,884,Dar Es Salaam,Tanzania,Africa
15.601,39.462,885,Mitsiwa Harbor,Eritrea,Africa
20.645,39.534,886,Jiddah Oil,Saudi Arabia,Middle-East
-4.06,39.637,887,Mombasa,Kenya,Africa
47.208,39.739,888,Rostov-Na-Donu,Russia,Eastern-Europe
-3.638,39.853,889,Kilifi,Kenya,Africa
40.981,39.865,890,Trabzon,Turkey,Eastern-Europe
-12.971,40.483,891,Pemba,Mozambique,Africa
64.548,40.564,892,Arkhangels'k,Russia,Northern-Europe
-14.546,40.664,893,Nacala,Mozambique,Africa
-2.203,40.936,894,Lamu,Kenya,Africa
41.408,41.435,895,Hopa,Turkey,Eastern-Europe
42.274,41.639,896,Kulevi Oil Terminal,Georgia,Eastern-Europe
41.654,41.653,897,Batumi,Georgia,Eastern-Europe
42.153,41.659,898,Poti,Georgia,Eastern-Europe
14.861,42.93,899,Al Ahmadi,Yemen,Middle-East
11.607,43.105,900,Djibouti,Djibouti,Africa
-11.704,43.247,901,Moroni,Comoros,Africa
-23.356,43.646,902,Toliara,Madagascar,Africa
-12.145,44.405,903,Moutsamoudu,Comoros,Africa
12.804,44.954,904,Aden,Yemen,Middle-East
10.443,44.997,905,Berbera,Somalia,Africa
-12.718,45.163,906,Port de Longoni,Mayotte,Africa
-12.777,45.266,907,Dzaoudzi,Mayotte,Africa
2.025,45.338,908,Muqdisho,Somalia,Africa
-15.712,46.303,909,Mahajanga,Madagascar,Africa
-25.066,46.97,910,Faradofay,Madagascar,Africa
43.001,47.487,911,Makhachkala Port,Russia,Eastern-Europe
30.525,47.841,912,Al Basrah,Iraq,Middle-East
30.101,47.929,913,Umm Qasr,Iraq,Middle-East
29.355,47.933,914,Al Kuwayt,Kuwait,Middle-East
46.387,48.021,915,Astrakhan Port,Russia,Eastern-Europe
29.073,48.158,916,Mina Al Ahmadi,Kuwait,Middle-East
30.428,48.158,917,Khorramshahr,Iran,Middle-East
-13.407,48.213,918,Andoany,Madagascar,Africa
28.415,48.524,919,Ras Al Khafji,Saudi Arabia,Middle-East
27.934,48.756,920,Ras Al Mishab,Saudi Arabia,Middle-East
30.452,49.118,921,Bandar Khomeyni,Iran,Middle-East
14.521,49.153,922,Al Mukalla,Yemen,Middle-East
11.292,49.178,923,Boosaaso,Somalia,Africa
27.545,49.182,924,Ras Al-Khair,Saudi Arabia,Middle-East
-12.269,49.288,925,Antisranana,Madagascar,Africa
-18.155,49.425,926,Toamasina,Madagascar,Africa
37.472,49.518,927,Anzali Port,Iran,Asia
40.178,49.597,928,Baku Port,Azerbaijan,Asia
27.05,49.686,929,Al Jubayl,Saudi Arabia,Middle-East
26.876,50.003,930,Ju Aymah LPG Terminal,Saudi Arabia,Middle-East
26.667,50.152,931,Ras Tannurah,Saudi Arabia,Middle-East
26.5,50.204,932,Damman,Saudi Arabia,Middle-East
26.178,50.657,933,Sitrah,Bahrain,Middle-East
26.255,50.679,934,Khalifa Bin Salman,Bahrain,Middle-East
28.993,50.839,935,Bushehr,Iran,Middle-East
26.147,51.208,936,Ruwais Port,Qatar,Middle-East
43.372,51.451,937,Aktau Port,Kazakhstan,Asia
36.676,51.511,938,Nowshahr Port,Iran,Asia
24.969,51.609,939,Umm Said,Qatar,Middle-East
25.908,51.614,940,Ras Laffan,Qatar,Middle-East
27.709,52.246,941,Bamdar-E Pars Terminal,Iran,Middle-East
24.157,52.827,942,Jabal Az Zannah-Ruways,United Arab Emirates,Middle-East
36.852,53.366,943,Amirabad Port,Iran,Asia
39.187,53.862,944,Turkmenbashi Port,Turkmenistan,Asia
16.939,54.008,945,Mina Raysut,Oman,Middle-East
24.508,54.495,946,Abu Zaby,United Arab Emirates,Middle-East
25.007,55.055,947,Mina Jabal Ali,United Arab Emirates,Middle-East
25.276,55.296,948,Dubayy,United Arab Emirates,Middle-East
-20.926,55.305,949,Port Est,Reunion,Africa
25.368,55.382,950,Ash Shariqah,United Arab Emirates,Middle-East
25.423,55.452,951,Ajman,United Arab Emirates,Middle-East
-4.622,55.463,952,Victoria,Seychelles,Africa
25.473,55.497,953,Al Hamriyah LPG Terminal,United Arab Emirates,Middle-East
25.587,55.582,954,Umm Al Qaywayn,United Arab Emirates,Middle-East
25.964,56.052,955,Mina Saqr,United Arab Emirates,Middle-East
27.11,56.072,956,Bamdar-E Shahid Reajie,Iran,Middle-East
27.152,56.225,957,Bandar Abbas,Iran,Middle-East
25.148,56.364,958,Fujayrah Harbor,United Arab Emirates,Middle-East
25.354,56.369,959,Khawr Fakkan,United Arab Emirates,Middle-East
24.512,56.624,960,Port of Sohar,Oman,Middle-East
-20.151,57.491,961,Port Louis,Mauritius,Africa
19.666,57.718,962,Port of Duqm,Oman,Middle-East
23.627,58.567,963,Mina Qabus,Oman,Middle-East
22.667,59.418,964,Qalhat LNG Terminal,Oman,Middle-East
25.305,60.606,965,Chan Bahar,Iran,Middle-East
-19.679,63.422,966,Port Mathurin,Mauritius,Africa
24.816,66.985,967,Karachi,Pakistan,Asia
24.78,67.337,968,Muhamamad Bin Qasim,Pakistan,Asia
22.752,69.646,969,Mundra,India,Asia
22.439,69.768,970,Sikka,India,Asia
23.015,70.225,971,Kandla,India,Asia
22.954,70.447,972,Navlakhi,India,Asia
20.89,71.444,973,Pipavav Bandar,India,Asia
21.697,72.411,974,Dahej,India,Asia
21.106,72.684,975,Magdalla,India,Asia
18.88,72.946,976,Mumbai (bonbay),India,Asia
17.296,73.217,977,JSW Jaigad Port Limited,India,Asia
4.2,73.491,978,Male,Maldives,Asia
15.41,73.807,979,Marmagao,India,Asia
12.926,74.817,980,New Mangalore,India,Asia
9.964,76.259,981,Kochi (Chochin),India,Asia
8.777,78.19,982,Tuticorin,India,Asia
6.946,79.838,983,Colombo,Sri Lanka,Asia
10.839,79.856,984,Karaikal Port,India,Asia
14.25,80.125,985,Krishnapatnam Port,India,Asia
13.104,80.301,986,Chennai (Madras),India,Asia
13.264,80.347,987,Kamarajar Port,India,Asia
6.126,81.099,988,Magam Ruhunupura Mahinda Rajapaksa Port,Sri Lanka,Asia
8.551,81.214,989,Trincomalee Harbor,Sri Lanka,Asia
16.968,82.297,990,Kakinada Bay,India,Asia
17.668,83.27,991,Vishakhapatnam,India,Asia
69.407,86.164,992,Dudinka,Russia,Eastern-Europe
20.276,86.673,993,Paradip,India,Asia
20.821,86.964,994,Dhamara Port,India,Asia
22.02,88.077,995,Haldia Port,India,Asia
22.543,88.304,996,Calcutta,India,Asia
22.495,89.586,997,Mongla,Bangladesh,Asia
23.662,90.452,998,Dhaka,Bangladesh,Asia
22.285,91.822,999,Chittagong,Bangladesh,Asia
5.451,95.242,1000,Lafarge,Indonesia,Asia
5.598,95.524,1001,Uleelheue,Indonesia,Asia
16.652,96.231,1002,Rangoon,Myanmar,Asia
5.241,97.039,1003,Blanglancang,Indonesia,Asia
7.823,98.372,1004,Phuket,Thailand,Asia
3.791,98.705,1005,Belawan,Indonesia,Asia
1.72,98.784,1006,Sibolga,Indonesia,Asia
9.182,99.374,1007,Tha Thong,Thailand,Asia
5.392,100.355,1008,Pulau Pinang,Malaysia,Asia
-1.03,100.397,1009,Teluk Bayur,Indonesia,Asia
7.235,100.57,1010,Songkhla Harbor,Thailand,Asia
13.623,100.57,1011,Bangkok,Thailand,Asia
4.208,100.623,1012,Lumut,Malaysia,Asia
13.096,100.901,1013,Si Racha,Thailand,Asia
12.661,101.152,1014,Map Ta Phut,Thailand,Asia
12.638,101.306,1015,Rayong TPI Terminal,Thailand,Asia
2.969,101.338,1016,Port Klang,Malaysia,Asia
1.703,101.502,1017,Dumai,Indonesia,Asia
2.567,101.768,1018,Port Dickson,Malaysia,Asia
2.25,102.126,1019,Pelabuhan Sungai Udang,Malaysia,Asia
-3.906,102.297,1020,Pulau Baai,Indonesia,Asia
3.979,103.426,1021,Kuantan New Port,Malaysia,Asia
4.583,103.463,1022,Kirteh Oil Terminal,Malaysia,Asia
4.249,103.465,1023,Kemaman Harbor,Malaysia,Asia
10.674,103.523,1024,Kampong Saom,Cambodia,Asia
1.356,103.546,1025,Tanjung Pelepas,Malaysia,Asia
1.257,103.726,1026,Singapore,Singapore,Asia
1.097,103.937,1027,Sekupang,Indonesia,Asia
1.446,103.947,1028,Johor,Malaysia,Asia
1.347,104.03,1029,Serangoon Harbor,Singapore,Asia
1.055,104.199,1030,Tanjunguban,Indonesia,Asia
-2.949,104.842,1031,Palembang,Indonesia,Asia
-5.503,105.309,1032,Panjang,Indonesia,Asia
18.842,105.719,1033,Nghe Tinh,Vietnam,Asia
19.254,105.787,1034,Nghe Tinh,Vietnam,Asia
-6.016,105.953,1035,Banten,Indonesia,Asia
-5.964,106.002,1036,Tanjung Geren,Indonesia,Asia
-5.903,106.019,1037,Tanjung Sekong,Indonesia,Asia
-5.942,106.1,1038,Merak Mas Terminal,Indonesia,Asia
-6.951,106.441,1039,PelabuhanRatuCoalPowerPlant,Indonesia,Asia
20.865,106.717,1040,Hai Phong,Vietnam,Asia
10.634,106.81,1041,Thanh Ho Chi Minh,Vietnam,Asia
